PACKET_TYPE,TIMESTAMP,NODE_ID,RSSI,TEMP,HUMIDITY,SOIL,SMOKE,SOUND,V_BAT,SOC,SD_PCT
GSN_RCV,20240415_083341,GSN-01,-93,26.40,72.90,35,0,0,7.74,83,8.51
GSN_RCV,20240415_083342,GSN-01,-83,25.20,78.00,39,0,0,7.78,84,8.51
GSN_RCV,20240415_083343,GSN-01,-71,25.40,74.10,41,0,0,7.75,84,8.52
GSN_RCV,20240415_083344,GSN-01,-80,24.40,73.10,43,0,0,7.78,84,8.52
GSN_RCV,20240415_083345,GSN-01,-81,24.90,73.10,35,0,0,7.75,84,8.53
GSN_RCV,20240415_083346,GSN-01,-73,23.90,74.90,42,0,0,7.77,83,8.53
GSN_RCV,20240415_083347,GSN-01,-84,25.10,74.70,41,1,1,7.74,84,8.54
GSN_RCV,20240415_083348,GSN-01,-75,25.90,73.40,37,0,0,7.75,84,8.54
GSN_RCV,20240415_083349,GSN-01,-94,24.80,74.60,40,0,0,7.77,83,8.55
GSN_RCV,20240415_083350,GSN-01,-84,26.00,80.60,38,0,0,7.76,83,8.55
GSN_RCV,20240415_083351,GSN-01,-86,26.50,80.40,42,1,0,7.77,83,8.56
GSN_RCV,20240415_083352,GSN-01,-72,25.80,77.50,37,0,0,7.76,84,8.56
GSN_RCV,20240415_083353,GSN-01,-74,24.90,81.30,43,0,0,7.75,83,8.57
GSN_RCV,20240415_083354,GSN-01,-86,25.50,78.90,42,0,0,7.76,84,8.57
GSN_RCV,20240415_083355,GSN-01,-82,25.00,76.00,35,0,0,7.77,84,8.58
GSN_RCV,20240415_083356,GSN-01,-82,23.90,79.10,35,0,0,7.78,84,8.58
GSN_RCV,20240415_083357,GSN-01,-77,25.60,77.60,43,1,0,7.75,84,8.59
GSN_RCV,20240415_083358,GSN-01,-81,25.10,77.30,36,0,0,7.75,84,8.59
GSN_RCV,20240415_083359,GSN-01,-82,24.60,78.20,42,0,0,7.75,84,8.60
GSN_RCV,20240415_083400,GSN-01,-77,25.60,78.10,37,0,0,7.76,84,8.60
GSN_RCV,20240415_083401,GSN-01,-87,26.10,74.00,35,0,0,7.77,83,8.61
GSN_RCV,20240415_083402,GSN-01,-79,23.90,72.00,41,0,0,7.76,84,8.61
GSN_RCV,20240415_083403,GSN-01,-77,23.70,78.40,39,0,0,7.76,84,8.62
GSN_RCV,20240415_083404,GSN-01,-88,24.70,79.70,39,0,0,7.75,83,8.62
GSN_RCV,20240415_083405,GSN-01,-93,24.00,76.90,44,0,0,7.77,84,8.63
GSN_RCV,20240415_083406,GSN-01,-78,24.60,78.40,40,0,0,7.78,84,8.63
GSN_RCV,20240415_083407,GSN-01,-82,24.70,76.30,38,0,0,7.76,83,8.64
GSN_RCV,20240415_083408,GSN-01,-90,25.10,80.60,35,0,0,7.75,84,8.64
GSN_RCV,20240415_083409,GSN-01,-74,25.00,76.50,43,0,1,7.74,83,8.65
GSN_RCV,20240415_083410,GSN-01,-71,25.20,81.30,43,0,0,7.76,84,8.65
GSN_RCV,20240415_083411,GSN-01,-73,24.20,78.40,42,1,0,7.78,83,8.66
GSN_RCV,20240415_083412,GSN-01,-77,24.20,81.00,41,0,0,7.74,83,8.66
GSN_RCV,20240415_083413,GSN-01,-80,26.00,79.80,38,0,0,7.74,84,8.67
GSN_RCV,20240415_083414,GSN-01,-74,24.20,81.00,37,0,0,7.75,84,8.67
GSN_RCV,20240415_083415,GSN-01,-83,25.90,76.50,40,0,0,7.74,83,8.68
GSN_RCV,20240415_083416,GSN-01,-95,25.50,81.00,38,1,0,7.74,84,8.68
GSN_RCV,20240415_083417,GSN-01,-81,24.30,78.80,44,0,0,7.77,83,8.69
GSN_RCV,20240415_083418,GSN-01,-78,25.10,79.00,38,0,0,7.76,84,8.69
GSN_RCV,20240415_083419,GSN-01,-88,25.60,77.20,39,0,0,7.77,83,8.70
GSN_RCV,20240415_083420,GSN-01,-78,24.70,72.50,41,0,0,7.75,83,8.70
GSN_RCV,20240415_083421,GSN-01,-84,26.20,72.80,43,0,0,7.74,84,8.71
GSN_RCV,20240415_083443,GSN-01,-89,23.70,74.30,36,0,0,7.77,84,8.71
GSN_RCV,20240415_083444,GSN-01,-74,25.40,76.40,38,0,0,7.77,83,8.72
GSN_RCV,20240415_083445,GSN-01,-79,23.60,78.70,39,0,0,7.75,84,8.72
GSN_RCV,20240415_083446,GSN-01,-86,25.30,78.00,42,0,0,7.75,84,8.73
