PACKET_TYPE,TIMESTAMP,NODE_ID,RSSI,TEMP,HUMIDITY,SOIL,SMOKE,SOUND,V_BAT,SOC,SD_PCT
GSN_RCV,20260604_133341,GSN-01,-73,26.30,73.60,43,0,0,7.78,83,8.51
GSN_RCV,20260604_133342,GSN-01,-79,25.00,73.60,43,0,0,7.77,83,8.51
GSN_RCV,20260604_133343,GSN-01,-86,25.40,71.80,36,0,0,7.75,83,8.52
GSN_RCV,20260604_133344,GSN-01,-93,25.50,74.00,35,0,0,7.78,84,8.52
GSN_RCV,20260604_133345,GSN-01,-80,24.60,78.00,44,0,0,7.74,83,8.53
GSN_RCV,20260604_133346,GSN-01,-90,24.40,74.60,40,0,0,7.76,84,8.53
GSN_RCV,20260604_133347,GSN-01,-76,24.90,80.40,43,0,0,7.76,84,8.54
GSN_RCV,20260604_133348,GSN-01,-72,24.40,72.50,37,0,0,7.74,84,8.54
GSN_RCV,20260604_133349,GSN-01,-72,26.50,79.40,40,0,0,7.75,84,8.55
GSN_RCV,20260604_133350,GSN-01,-95,24.30,79.50,38,0,0,7.77,83,8.55
GSN_RCV,20260604_133351,GSN-01,-74,24.70,71.80,38,0,1,7.75,84,8.56
GSN_RCV,20260604_133352,GSN-01,-83,26.40,73.70,42,1,0,7.75,83,8.56
GSN_RCV,20260604_133353,GSN-01,-95,25.30,75.90,35,0,0,7.76,84,8.57
GSN_RCV,20260604_133354,GSN-01,-79,25.00,74.20,35,0,0,7.78,83,8.57
GSN_RCV,20260604_133355,GSN-01,-90,26.30,75.40,43,0,0,7.76,83,8.58
GSN_RCV,20260604_133356,GSN-01,-77,26.40,73.40,36,0,1,7.77,83,8.58
GSN_RCV,20260604_133357,GSN-01,-72,23.90,75.20,44,1,0,7.78,84,8.59
GSN_RCV,20260604_133358,GSN-01,-89,25.00,80.00,37,0,1,7.78,83,8.59
GSN_RCV,20260604_133359,GSN-01,-92,25.60,80.20,44,0,0,7.78,84,8.60
GSN_RCV,20260604_133400,GSN-01,-90,26.40,75.00,40,0,0,7.74,83,8.60
GSN_RCV,20260604_133401,GSN-01,-75,26.30,72.00,41,0,0,7.75,83,8.61
GSN_RCV,20260604_133402,GSN-01,-77,26.10,77.10,41,0,0,7.77,83,8.61
GSN_RCV,20260604_133403,GSN-01,-95,23.90,80.40,38,0,0,7.76,84,8.62
GSN_RCV,20260604_133404,GSN-01,-87,23.60,79.40,37,0,0,7.76,83,8.62
GSN_RCV,20260604_133405,GSN-01,-84,25.70,76.70,43,0,0,7.77,84,8.63
GSN_RCV,20260604_133406,GSN-01,-81,25.40,77.40,40,0,1,7.77,84,8.63
GSN_RCV,20260604_133407,GSN-01,-73,25.30,78.90,41,0,0,7.75,84,8.64
GSN_RCV,20260604_133408,GSN-01,-75,26.10,78.40,36,0,0,7.74,83,8.64
GSN_RCV,20260604_133409,GSN-01,-83,26.50,77.90,35,0,0,7.76,84,8.65
GSN_RCV,20260604_133410,GSN-01,-88,25.60,77.30,36,0,0,7.78,84,8.65
GSN_RCV,20260604_133411,GSN-01,-80,24.40,73.80,36,0,0,7.75,83,8.66
GSN_RCV,20260604_133412,GSN-01,-86,25.40,78.50,36,0,1,7.78,84,8.66
GSN_RCV,20260604_133413,GSN-01,-76,25.00,77.50,36,0,0,7.76,83,8.67
GSN_RCV,20260604_133414,GSN-01,-76,25.30,75.90,37,0,0,7.74,84,8.67
GSN_RCV,20260604_133415,GSN-01,-85,24.60,76.30,41,0,1,7.77,84,8.68
GSN_RCV,20260604_133416,GSN-01,-72,24.90,74.30,35,0,0,7.74,83,8.68
GSN_RCV,20260604_133417,GSN-01,-85,26.00,74.10,42,0,0,7.78,83,8.69
GSN_RCV,20260604_133418,GSN-01,-79,25.40,72.60,40,0,0,7.76,83,8.69
GSN_RCV,20260604_133419,GSN-01,-75,26.40,78.30,40,0,0,7.77,84,8.70
GSN_RCV,20260604_133420,GSN-01,-85,25.60,79.60,44,0,0,7.78,83,8.70
GSN_RCV,20260604_133421,GSN-01,-95,24.50,77.60,44,0,0,7.75,83,8.71
GSN_RCV,20260604_133443,GSN-01,-85,25.00,76.00,40,0,0,7.77,84,8.71
GSN_RCV,20260604_133444,GSN-01,-73,25.80,75.70,43,1,0,7.74,84,8.72
GSN_RCV,20260604_133445,GSN-01,-93,23.90,75.70,43,0,0,7.78,84,8.72
GSN_RCV,20260604_133446,GSN-01,-78,25.30,79.80,36,0,0,7.76,84,8.73
GSN_RCV,20260604_133447,GSN-01,-73,24.10,79.80,43,0,0,7.74,83,8.73
GSN_RCV,20260604_133448,GSN-01,-89,25.80,73.30,44,0,1,7.76,84,8.74
GSN_RCV,20260604_133449,GSN-01,-92,25.60,79.80,37,0,0,7.78,83,8.74
GSN_RCV,20260604_133450,GSN-01,-77,26.40,75.00,40,0,0,7.76,84,8.75
GSN_RCV,20260604_133451,GSN-01,-71,25.90,76.70,42,0,0,7.78,83,8.75
GSN_RCV,20260604_133452,GSN-01,-89,23.60,80.60,38,0,0,7.78,83,8.76
GSN_RCV,20260604_133453,GSN-01,-84,23.90,74.10,43,0,0,7.75,84,8.76
GSN_RCV,20260604_133454,GSN-01,-95,24.50,78.50,39,0,0,7.78,84,8.77
GSN_RCV,20260604_133455,GSN-01,-84,25.90,76.70,41,0,0,7.75,83,8.77
GSN_RCV,20260604_133456,GSN-01,-88,26.50,73.40,37,0,0,7.75,84,8.78
