PACKET_TYPE,TIMESTAMP,NODE_ID,RSSI,TEMP,HUMIDITY,SOIL,SMOKE,SOUND,V_BAT,SOC,SD_PCT
GSN_RCV,20240415_083341,GSN-01,-78,25.30,76.60,38,0,0,7.76,83,8.51
GSN_RCV,20240415_083342,GSN-01,-84,24.90,71.60,37,0,0,7.77,84,8.51
GSN_RCV,20240415_083343,GSN-01,-87,26.00,80.50,37,0,0,7.75,83,8.52
GSN_RCV,20240415_083344,GSN-01,-75,26.40,80.00,35,0,0,7.76,83,8.52
GSN_RCV,20240415_083345,GSN-01,-80,25.80,73.70,39,0,0,7.78,83,8.53
GSN_RCV,20240415_083346,GSN-01,-91,25.90,76.60,41,0,0,7.74,84,8.53
GSN_RCV,20240415_083347,GSN-01,-90,24.40,74.60,40,0,0,7.76,84,8.54
GSN_RCV,20240415_083348,GSN-01,-82,24.00,80.10,35,1,0,7.74,83,8.54
GSN_RCV,20240415_083349,GSN-01,-72,24.30,79.00,41,0,0,7.76,83,8.55
GSN_RCV,20240415_083350,GSN-01,-88,23.60,79.40,44,0,0,7.76,83,8.55
GSN_RCV,20240415_083351,GSN-01,-78,26.30,77.20,39,0,0,7.74,84,8.56
GSN_RCV,20240415_083352,GSN-01,-89,23.90,79.20,37,0,0,7.78,84,8.56
GSN_RCV,20240415_083353,GSN-01,-74,24.70,71.80,38,0,1,7.75,84,8.57
GSN_RCV,20240415_083354,GSN-01,-72,25.40,75.10,42,0,0,7.76,84,8.57
GSN_RCV,20240415_083355,GSN-01,-71,23.90,79.00,41,0,0,7.78,83,8.58
GSN_RCV,20240415_083356,GSN-01,-88,23.60,76.70,37,0,0,7.75,83,8.58
GSN_RCV,20240415_083357,GSN-01,-75,26.50,71.60,41,0,0,7.77,84,8.59
GSN_RCV,20240415_083358,GSN-01,-90,26.30,75.40,43,0,0,7.76,83,8.59
GSN_RCV,20240415_083359,GSN-01,-93,24.20,74.00,44,0,0,7.75,84,8.60
GSN_RCV,20240415_083400,GSN-01,-72,25.80,79.70,38,0,0,7.78,84,8.60
GSN_RCV,20240415_083401,GSN-01,-83,23.60,80.20,38,0,0,7.75,84,8.61
GSN_RCV,20240415_083402,GSN-01,-77,25.20,77.00,39,0,0,7.76,84,8.61
GSN_RCV,20240415_083403,GSN-01,-78,24.40,79.80,36,0,0,7.77,84,8.62
GSN_RCV,20240415_083404,GSN-01,-78,26.00,79.00,36,0,1,7.78,83,8.62
GSN_RCV,20240415_083405,GSN-01,-72,24.50,77.30,36,0,0,7.76,83,8.63
GSN_RCV,20240415_083406,GSN-01,-71,25.10,73.10,41,0,0,7.78,83,8.63
GSN_RCV,20240415_083407,GSN-01,-71,25.40,73.70,39,1,0,7.75,83,8.64
GSN_RCV,20240415_083408,GSN-01,-89,24.20,76.50,39,0,0,7.74,84,8.64
GSN_RCV,20240415_083409,GSN-01,-87,26.30,80.60,39,0,0,7.74,83,8.65
GSN_RCV,20240415_083410,GSN-01,-75,25.60,77.60,43,0,1,7.76,84,8.65
GSN_RCV,20240415_083411,GSN-01,-90,24.60,77.30,36,0,0,7.75,84,8.66
GSN_RCV,20240415_083412,GSN-01,-84,24.00,71.40,39,0,0,7.75,84,8.66
GSN_RCV,20240415_083413,GSN-01,-86,26.00,74.10,43,0,1,7.75,83,8.67
GSN_RCV,20240415_083414,GSN-01,-95,24.20,76.60,40,0,0,7.78,84,8.67
GSN_RCV,20240415_083415,GSN-01,-72,24.70,80.90,40,0,0,7.78,84,8.68
GSN_RCV,20240415_083416,GSN-01,-95,23.90,79.40,44,0,0,7.74,83,8.68
GSN_RCV,20240415_083417,GSN-01,-72,26.30,77.00,42,0,0,7.76,83,8.69
GSN_RCV,20240415_083418,GSN-01,-94,26.40,71.70,36,0,0,7.76,83,8.69
GSN_RCV,20240415_083419,GSN-01,-90,24.30,80.30,40,0,0,7.74,83,8.70
GSN_RCV,20240415_083420,GSN-01,-83,25.30,79.50,44,0,0,7.77,83,8.70
GSN_RCV,20240415_083421,GSN-01,-88,25.10,75.00,43,0,1,7.76,83,8.71
GSN_RCV,20240415_083443,GSN-01,-74,26.40,78.30,37,0,0,7.76,84,8.71
GSN_RCV,20240415_083444,GSN-01,-80,23.80,75.70,39,0,0,7.78,83,8.72
